image,question,answer
image2998,When are the majority of tissue macrophages derived from hematopoietic precursors?,during inflammatory reactions
image2999,How are several faceted black gallstones present?,with a mechanical mitral valve prosthesis
image2999,What are several faceted black gallstones present in?,the gallbladder from a patient with a mechanical mitral valve prosthesis
image2999,"What are present in this otherwise unremarkable gallbladder from a patient with a mechanical mitral valve prosthesis,  leading to chronic intravascular hemolysis?",several faceted black gallstones
image3000,What shows diffuse effacement of nodal architecture?,low-power view
image3001,What is composed of whitish membrane resembling the membrane of a hard boiled egg?,cyst wall
image3001,What is the cyst wall composed of?,whitish membrane resembling the membrane of a hard boiled egg
image3002,What are collapsed  tubules outlined by?,wavy basement membranes
image3002,What are outlined by wavy basement membranes?,collapsed tubules
image3002,What is acute cellular rejection of a kidney graft manifested by in the inter-stitium and between epithelial cells of the tubules tubulitis?,inflammatory cells in the inter-stitium and between epithelial cells of the tubules tubulitis
image3002,What is manifested by inflammatory cells in the inter-stitium and between epithelial cells of the tubules tubulitis?,acute cellular rejection of a kidney graft
image3002,How is acute cellular rejection of a kidney graft manifested?,by inflammatory cells in the inter-stitium and between epithelial cells of the tubules tubulitis
image3003,What is present in this field?,a prolymphocyte 
image3003,What is a prolymphocyte?,a larger cell with a centrally placed nucleolus
image3003,"What have the appearance of small,  round lymphocytes at high power?",a majority of tumor cells
image3004,What is thickened and fibrotic due to chronic cholecystitis?,the wall of the gallbladder
image3005,"What shows replacement of slaty-grey spongy parenchyma with multiple, firm, grey-white nodular masses, some having areas of haemorhages and necrosis?",sectioned surface of the lung 
image3005,What does sectioned surface of the lung show?,replacement of slaty-grey spongy parenchyma
image3005,How does sectioned surface of the lung show replacement of slaty-grey spongy parenchyma?,with multiple
image3006,When are the majority of tissue macrophages derived from hematopoietic precursors?,during inflammatory reactions
image3007,What have been distorted by the enlarged right ventricle?,the shape and volume of the left ventricle
image3007,What have the shape and volume of the left ventricle been distorted by?,the enlarged right ventricle
image3008,What are the surfaces of the gyri flattened as a result of?,compression of the expanding brain by the dura mater and inner surface of the skull
image3008,What are associated with a dangerous increase in intra-cranial pressure?,compression of the expanding brain
image3008,What are flattened as a result of compression of the expanding brain by the dura mater and inner surface of the skull?,the surfaces of the gyri
image3008,What are such changes associated with?,dangerous increase in intra-cranial pressure
image3009,What do the epidermal layers show?,numerous molluscum bodies which are intracytoplasmic inclusions
image3009,What does inset show?,close-up view of molluscum bodies
image3009,What show numerous molluscum bodies which are intracytoplasmic inclusions?,epidermal layers
image3010,What are there with minute areas of caseation necrosis and surrounded by Langhans ' giant cells?,epithelioid cell granulomas
image3010,What are also seen?,pieces of necrotic bone
image3011,Where is minimal inflammation and some reactive bile duct proliferation?,in the septa
image3012,What is seen (lower portion)?,the comma-shaped residual adrenal gland 
image3013,What shows prominent lysosomes with whorled configurations just below part of the nucleus?, a portion of a neuron under the electron microscope
image3013,What does a portion of a neuron under the electron microscope show?,prominent lysosomes with whorled configurations just below part of the nucleus
image3014,"What include central obesity,  moon facies, and abdominal striae?",characteristic features of cushing syndrome
image3014,What do characteristic features include?,central obesity
image3015,What consists of scant connective tissue?,the intervening stroma
image3016,Where are yellowish-white lesions raised?,above the surface
image3016,What shows a variety of atheromatous lesions?,the opened up inner surface of the abdominal aorta
image3016,What are orifices of some of the branches coming out of the wall narrowed by?,the atherosclerotic process
image3016,What does the opened up inner surface of the abdominal aorta show?,a variety of atheromatous lesions
image3016,How many have ulcerated surface?,a few
image3016,What are narrowed by the atherosclerotic process?,orifices of some of branches coming out of wall
image3017,"What is at the center of a lobule, while the portal tracts are at the periphery in the lobular model?",the terminal hepatic vein
image3017,Where are the portal tracts?,at the periphery
image3017,What are at the periphery?,portal tracts
image3017,What is the farthest?,zone 3
image3017,Where is the terminal hepatic vein in the lobular model?,at the center of the lobule
image3017,How do pathologists refer to the regions of the parenchyma?,as periportal and centrilobular
image3018,What does the infarcted area show?,ingrowth of inflammatory granulation tissue
image3018,What shows ingrowth of inflammatory granulation tissue?,the infarcted area
image3019,What is the lumen occluded by?,a thrombus containing microabscesses
image3019,What is occluded by a thrombus containing microabscesses?,the lumen
image3019,What is there?,acute panarteritis
image3020,Where does inbox show an anitschkow cell?,in cross section and in longitudinal section
image3020,"What shows healed aschoff nodules in the interstitium having collagen, sparse cellula rity, a multinucleate giant cell and anitschkow cells?",section of the myocardium cells
image3020,What does inbox show in cross section and in longitudinal section?,an anitschkow cell
image3021,What reveals the typical beading and knobbed ends?,high-power detail of an asbestos body
image3022,What is reminiscent of a volcanic eruption?,typical pattern of neutrophils emanating from crypt 
image3022,Where are the neutrophils emanating from?,the crypt
image3023,What shows brightly pink amorphous material and nuclear fragments of necrosed neutrophils?,the vesselwall
