image,question,answer
image5042,What are the capillary walls diffusely thickened due to?,duplication of the gbm
image5042,What are diffusely thickened due to duplication of the GBM?,capillary walls
image5043,What are associated with specific molecular lesions?,predominance of blastemal morphology and diffuse anaplasia
image5043,"What was present in other areas within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis (center of field)?",focal anaplasia
image5043,"What was present within this Wilms tumor,  characterized by cells with hyperchromatic,  pleomorphic nuclei,  and an abnormal mitosis center of field?",focal anaplasia
image5043,What are predominance of blastemal morphology and diffuse anaplasia associated with?,specific molecular lesions
image5044,What do peripheral blood film show?,marked neutrophilic leucocytosis accompanied with late precursors of myeloid series
image5044,What is accompanied with late precursors of myeloid series?,peripheral blood film showing marked neutrophilic leucocytosis
image5044,What is higher as demonstrated by this cytochemical stain?,neutrophil (or leucocyte) alkaline phosphatase (nap or lap) activity
image5045,What are seen?,thick-walled dilated cavities with cartilaginous wall
image5045,What are many thick-walled dilated cavities with?,cartilaginous wall
image5046,What are pale?,the nuclei of affected tubules
image5046,What is compressed?,interstitial vasculature
image5046,What are the tubular epithelial cells distended with?,cytoplasmic vacuoles
image5046,What are distended with cytoplasmic vacuoles while the interstitial vasculature is compressed?,tubular epithelial cells is compressed
image5047,What contain amyloid derived from calcitonin molecules secreted by the neoplastic cells?,medullary carcinoma tumors
image5047,What do these tumors contain?,amyloid derived from calcitonin molecules secreted by the neoplastic cells
image5048,What are the cells still recognisable as?,of transitional origin and show features of anaplasia
image5049,What is composed of fibrous plaques?,aorta with mild atherosclerosis
image5049,What is aorta with mild atherosclerosis composed of?,fibrous plaques
image5050,What shows presence of loculi containing gelatinous mucoid material?,the cyst wall
image5050,What does the cyst wall show?,presence of loculi containing gelatinous mucoid material
image5050,What shows a very large multilocular cyst without papillae?,cut surface
image5050,What does cut surface show without papillae?,a very large multilocular cyst
image5051,What shows a circumferential bright pink area of necrosis with protein deposition and inflammation?,the wall of the artery
image5051,What does the wall of the artery show with protein deposition and inflammation?,a circumferential bright pink area of necrosis
image5051,How does the wall of the artery show a circumferential bright pink area of necrosis?,with protein deposition and inflammation
image5052,What does the smear show?,koilocytes having abundant vacuolated cytoplasm and nuclear enlargement  
image5052,What shows koilocytes having abundant vacuolated cytoplasm and nuclear enlargement ?,the smear
image5053,What is glioblastoma?,a densely cellular tumor with necrosis and pseudo-palisading of tumor cell nuclei along the edge of the necrotic zone
image5054,What show typical coagulative necrosis?,renal tubules and glomeruli
image5054,What do renal tubules and glomeruli show?,typical coagulative necrosis
image5054,Where is acute inflammatory infiltrate at?,the periphery of the infarct
image5054,What is there at the periphery of the infarct?,acute inflammatory
image5055,"What remain within the predominantly metaplastic,  reddish mucosa of the distal esophagus?",a few areas of pale squamous mucosa
image5055,What do only a few areas of pale squamous mucosa remain within?,the predominantly metaplastic
image5056,What do the hyperplastic follicles contain?,abundant pink colloid within their lumina
image5056,What contain abundant pink colloid within their lumina?,the hyperplastic follicles
image5057,What do well-defined nodules compress?,the urethra into a slitlike lumen
image5057,What compress the urethra into a slitlike lumen?,well-defined nodules
image5058,What result in defect in anchoring of lipid bilayer of the membrane to the underlying cytoskeleton?,mutations in membrane proteins-alpha-spectrin
image5058,What lose their cell membrane further during passage through the spleen?,these rigid spherical cells
image5058,When do these rigid spherical cells lose their cell membrane further?,during passage through the spleen
image5058,When do d lose their cell membrane further?,during passage through the spleen
image5058,When do these rigid spherical cells lose their cell membrane further?,during passage through the spleen
image5058,What do these rigid spherical cells lose?,their cell membrane further during passage through the spleen
image5058,What does this produce?,a circulating subpopulation of hyperspheroidal spherocytes
image5059,What is caused by gonococcal infection?,acute epididymitis
image5059,What is acute epididymitis caused by?,gonococcal infection
image5059,What is seen on the right?,normal testis
image5059,What is involved by an abscess?,the epididymis
image5059,How is acute epididymitis caused?,by gonococcal infection
image5059,Where is normal testis seen?,on the right
image5060,What is based on size and location of centromere?,classification chromosomes 
image5060,What is classification of chromosomes based on?,size and location centromere
image5061,What does the coarsely nodular gland contain?,areas of fibrosis and cystic change
image5061,What contains areas of fibrosis and cystic change?,the coarsely nodular gland
image5062,What is seen abutting the optic nerve?,poorly cohesive tumor in retina
image5062,What is the  poorly cohesive tumor in the retina seen abutting?,the optic nerve
image5063,What is markedly thickened?,the gastric wall
image5064,What does this image show?,epulis fissuratum
image5065,What does this image show?,pleomorphic adenoma benign mixed tumor
image5066,What does this image show?,chronic sialadenitis
image5067,What does this image show?,compound nevus
image5068,What does this image show?,incisive canal cyst nasopalatien duct cyst
